"Default","FACTU_0_CurrentTotalBalance","FACTU_0_CashBalance","FACTU_0_CreditLimit","FACTU_0_DelqCycle","FACTU_1_CurrentTotalBalance","FACTU_1_CashBalance","FACTU_1_CreditLimit","FACTU_1_DelqCycle","FACTU_2_CurrentTotalBalance","FACTU_2_CashBalance","FACTU_2_CreditLimit","FACTU_2_DelqCycle","FACTU_3_CurrentTotalBalance","FACTU_3_CashBalance","FACTU_3_CreditLimit","FACTU_3_DelqCycle","FACTU_4_CurrentTotalBalance","FACTU_4_CashBalance","FACTU_4_CreditLimit","FACTU_4_DelqCycle","FACTU_5_CurrentTotalBalance","FACTU_5_CashBalance","FACTU_5_CreditLimit","FACTU_5_DelqCycle","FACTU_6_CurrentTotalBalance","FACTU_6_CashBalance","FACTU_6_CreditLimit","FACTU_6_DelqCycle","FACTU_7_CurrentTotalBalance","FACTU_7_CashBalance","FACTU_7_CreditLimit","FACTU_7_DelqCycle","FACTU_8_CurrentTotalBalance","FACTU_8_CashBalance","FACTU_8_CreditLimit","FACTU_8_DelqCycle","FACTU_9_CurrentTotalBalance","FACTU_9_CashBalance","FACTU_9_CreditLimit","FACTU_9_DelqCycle"
0,1871.1,0,5900,0,1785.04,0,5900,0,1826,0,5900,0,2955,0,5900,0,3762.12,0,5900,0,1997.84,0,5900,0,1785.04,0,5900,0,1785.04,0,5900,0,1785.04,0,5900,0,1785.04,0,5900,0
0,0,0,9200,0,0,0,9200,0,1981.35,0,9200,0,1412.98,0,9200,0,590.19,0,9200,0,1756.65,0,9200,0,0,0,9200,0,0,0,9200,0,0,0,9200,0,0,0,9200,0
0,1247,0,6300,0,2044.55,0,6300,0,654.16,0,6300,0,1173.9,0,6300,0,1013.36,0,6300,0,697.31,0,6300,0,2044.55,0,6300,0,2044.55,0,6300,0,2044.55,0,6300,0,2044.55,0,6300,0
1,14016.24,152.88,18000,1,10426.23,148.47,18000,0,6683.3,0,18000,0,7380.72,0,18000,1,3362.94,0,18000,0,149.46,0,18000,0,10426.23,148.47,18000,0,10426.23,148.47,18000,0,10426.23,148.47,18000,0,10426.23,148.47,18000,0
0,766,0,14300,0,19.08,0,14300,0,713.79,0,14300,0,557.56,0,14300,0,441.91,0,14300,0,196,0,14300,0,19.08,0,14300,0,19.08,0,14300,0,19.08,0,14300,0,19.08,0,14300,0
0,618,0,14100,0,674.65,0,14100,0,494,0,14100,0,415.14,0,14100,0,665.6,0,14100,0,3487,0,14100,0,674.65,0,14100,0,674.65,0,14100,0,674.65,0,14100,0,674.65,0,14100,0
0,3718.25,0,23300,0,3322.78,0,18300,0,3053,0,18300,0,3059.16,0,18300,0,2797.6,0,18300,0,2709.36,0,18300,0,3322.78,0,18300,0,3322.78,0,18300,0,3322.78,0,18300,0,3322.78,0,18300,0
0,364,0,5200,0,64.66,0,5200,0,159.6,0,5200,0,399,0,5200,0,558.6,0,5200,0,616.35,0,5200,0,64.66,0,5200,0,64.66,0,5200,0,64.66,0,5200,0,64.66,0,5200,0
0,2806.79,940,5000,1,2332.95,967.17,5000,0,1788.08,1127.7,5000,0,1668.13,1184.22,5000,0,1225.35,0,5000,0,0,0,5000,0,2332.95,967.17,5000,0,2332.95,967.17,5000,0,2332.95,967.17,5000,0,2332.95,967.17,5000,0
0,1628,0,6100,0,2374.32,0,6100,0,2735.08,0,6100,0,2052,0,6100,0,2975.67,0,6100,0,2938,0,6100,0,2374.32,0,6100,0,2374.32,0,6100,0,2374.32,0,6100,0,2374.32,0,6100,0
0,17360.75,4507.28,16700,0,15080,2886,16700,0,13668.18,2258,16700,0,11238.21,1294.38,16700,0,6122.48,581.7,16700,0,3289.5,262.08,16700,0,15080,2886,16700,0,15080,2886,16700,0,15080,2886,16700,0,15080,2886,16700,0
0,980.72,0,12100,0,366.68,0,12100,0,438.6,0,12100,0,779.71,0,12100,0,1297.8,0,12100,0,727,0,12100,0,366.68,0,12100,0,366.68,0,12100,0,366.68,0,12100,0,366.68,0,12100,0
0,1766.45,0,8200,0,1454.36,0,8200,0,217.21,0,8200,0,68.64,0,8200,0,3332.34,0,8200,0,1784,0,8200,0,1454.36,0,8200,0,1454.36,0,8200,0,1454.36,0,8200,0,1454.36,0,8200,0
0,5243,0,5100,0,5242.65,20.4,5100,0,5138.64,0,5100,0,5174.4,0,5100,0,4916,61.2,5100,0,5030.64,0,5100,0,5242.65,20.4,5100,0,5242.65,20.4,5100,0,5242.65,20.4,5100,0,5242.65,20.4,5100,0
0,1103.64,0,5200,0,1456.27,0,5200,0,986.77,0,5200,0,1581.3,0,5200,0,1416.78,0,5200,0,2208.3,0,5200,0,1456.27,0,5200,0,1456.27,0,5200,0,1456.27,0,5200,0,1456.27,0,5200,0
0,1503.48,0,10600,0,3475.5,0,10600,0,1719.07,0,10600,0,1114.03,0,10600,0,1026.91,0,10600,0,649.74,0,10600,0,3475.5,0,10600,0,3475.5,0,10600,0,3475.5,0,10600,0,3475.5,0,10600,0
0,11881.05,0,12700,0,11634.88,0,12700,0,11544.36,0,12700,1,11576.25,0,12700,0,10819,0,12700,0,11878.07,0,12700,0,11634.88,0,12700,0,11634.88,0,12700,0,11634.88,0,12700,0,11634.88,0,12700,0
0,728.7,0,10300,0,1563.5,0,10300,0,2182,0,10300,0,1008.99,0,10300,0,413.02,0,10300,0,495.72,0,10300,0,1563.5,0,10300,0,1563.5,0,10300,0,1563.5,0,10300,0,1563.5,0,10300,0
1,1938.74,0,1600,0,2489.89,5,1600,1,1965.24,5.25,1600,0,1763.58,34.34,1600,0,1581.52,125.66,1600,0,2029.79,0,1600,0,2489.89,5,1600,1,2489.89,5,1600,1,2489.89,5,1600,1,2489.89,5,1600,1
0,2615.08,0,7800,0,6831.3,0,7800,0,6530.16,0,6800,0,6093.36,0,6800,0,6064.8,0,6800,0,5751,0,6800,0,6831.3,0,7800,0,6831.3,0,7800,0,6831.3,0,7800,0,6831.3,0,7800,0
0,1623.07,0,5300,0,625.8,0,5300,0,503,0,5300,0,968.24,0,5300,0,230.28,0,5300,0,41.82,0,5300,0,625.8,0,5300,0,625.8,0,5300,0,625.8,0,5300,0,625.8,0,5300,0
0,1664.48,0,8600,0,1070.6,0,8600,0,1519.44,0,8600,0,1521.1,0,8600,0,1423.1,0,8600,0,1193.05,0,8600,0,1070.6,0,8600,0,1070.6,0,8600,0,1070.6,0,8600,0,1070.6,0,8600,0
0,23957.44,1387.2,25200,0,25511.2,1310.4,25200,0,25456.45,1006.72,25200,0,24894,1620.04,25200,0,26034.75,2111.55,25200,0,22491,1660,25200,0,25511.2,1310.4,25200,0,25511.2,1310.4,25200,0,25511.2,1310.4,25200,0,25511.2,1310.4,25200,0
0,3642.28,0,10100,0,1548,0,10100,0,820.08,0,10100,0,488.66,0,10100,0,1988,0,10100,0,3473.16,0,10100,0,1548,0,10100,0,1548,0,10100,0,1548,0,10100,0,1548,0,10100,0
0,20051.16,0,24600,0,20536.95,0,24600,0,18079.5,0,24600,0,18713,0,24600,0,18699.14,0,24600,1,18371.92,0,19600,0,20536.95,0,24600,0,20536.95,0,24600,0,20536.95,0,24600,0,20536.95,0,24600,0
0,2367.97,0,15100,0,1313.55,0,15100,0,291.72,0,15100,0,0,0,15100,0,5062.56,0,15100,0,4663.84,0,15100,0,1313.55,0,15100,0,1313.55,0,15100,0,1313.55,0,15100,0,1313.55,0,15100,0
0,0,0,5200,0,0,0,5200,0,112.36,0,5200,0,224.54,0,5200,0,513,0,5200,0,285.14,0,5200,0,0,0,5200,0,0,0,5200,0,0,0,5200,0,0,0,5200,0
0,1224.67,0,20200,0,1048.56,0,20200,0,2158.19,0,20200,0,799.24,0,20200,0,895.07,0,20200,0,15619.86,0,20200,0,1048.56,0,20200,0,1048.56,0,20200,0,1048.56,0,20200,0,1048.56,0,20200,0
0,11035.44,0,10100,0,11157.56,0,10100,0,10728.48,0,10100,0,11189.36,0,10100,0,10819.12,0,10100,0,10811.04,0,10100,0,11157.56,0,10100,0,11157.56,0,10100,0,11157.56,0,10100,0,11157.56,0,10100,0
0,795,0,7600,0,249.1,0,7600,0,2311.92,0,7600,0,681.45,0,7600,0,391.62,0,7600,0,1001.92,0,7600,0,249.1,0,7600,0,249.1,0,7600,0,249.1,0,7600,0,249.1,0,7600,0
0,1752,0,5100,0,2576.56,0,5100,0,1548.36,0,5100,0,1630.28,0,5100,0,484.05,0,5100,0,389.34,0,5100,0,2576.56,0,5100,0,2576.56,0,5100,0,2576.56,0,5100,0,2576.56,0,5100,0
0,3258.92,54.54,5600,0,3280.48,305.55,5600,0,4058.25,0,5600,0,4125.85,0,5600,0,2363.85,0,5600,0,2894.32,0,5600,0,3280.48,305.55,5600,0,3280.48,305.55,5600,0,3280.48,305.55,5600,0,3280.48,305.55,5600,0
0,11177.22,88.4,14200,0,10196,0,14200,0,10160,70.38,14200,0,10595.52,35.35,14200,0,10876.32,7.21,14200,0,9262.62,131.25,12200,0,10196,0,14200,0,10196,0,14200,0,10196,0,14200,0,10196,0,14200,0
0,9988.65,1092,15600,0,9360.54,961.86,15600,0,9331.8,1090.77,15600,0,9557.6,1614.08,15600,0,9903.18,2756.25,15600,0,7324.72,306,15600,0,9360.54,961.86,15600,0,9360.54,961.86,15600,0,9360.54,961.86,15600,0,9360.54,961.86,15600,0
1,14625.88,107.12,13800,0,13723,108.15,13800,0,14058.66,103,13800,0,14476.35,103,13800,0,14236.66,0,13800,0,14056.62,128.52,13800,0,13723,108.15,13800,0,13723,108.15,13800,0,13723,108.15,13800,0,13723,108.15,13800,0
0,2306.92,0,14100,0,2125.92,42.84,14100,0,2288,930.24,14100,0,2725.29,1549.12,14100,0,3583.84,3317.6,14100,0,348.14,0,14100,0,2125.92,42.84,14100,0,2125.92,42.84,14100,0,2125.92,42.84,14100,0,2125.92,42.84,14100,0
0,303.88,0,20300,0,398.32,0,20300,0,611.05,0,20300,0,48.96,0,20300,0,593.85,0,20300,0,424,0,20300,0,398.32,0,20300,0,398.32,0,20300,0,398.32,0,20300,0,398.32,0,20300,0
0,2345.22,0,24800,0,4022.72,0,24800,0,1484,0,24800,0,2275.53,0,24800,0,1763.84,0,7300,0,2275.89,0,7300,0,4022.72,0,24800,0,4022.72,0,24800,0,4022.72,0,24800,0,4022.72,0,24800,0
0,10281.6,5931.12,10700,0,9993.8,7140,10700,0,2581.28,0,10700,0,1730.4,0,10700,0,153.7,0,10700,0,0,0,10700,0,9993.8,7140,10700,0,9993.8,7140,10700,0,9993.8,7140,10700,0,9993.8,7140,10700,0
0,0,0,5300,0,909,0,5300,0,1114,0,5300,0,0,0,5300,0,0,0,5300,0,0,0,5300,0,909,0,5300,0,909,0,5300,0,909,0,5300,0,909,0,5300,0
0,1104.52,0,5100,0,1116.96,0,5100,0,1385.28,0,5100,0,2199.78,0,5100,0,245.14,0,5100,0,1264.52,0,5100,0,1116.96,0,5100,0,1116.96,0,5100,0,1116.96,0,5100,0,1116.96,0,5100,0
0,10033.39,0,18300,0,9656.4,0,18300,0,16004,0,18300,1,16699.49,0,18300,0,15082.33,0,18300,0,15905.4,0,18300,0,9656.4,0,18300,0,9656.4,0,18300,0,9656.4,0,18300,0,9656.4,0,18300,0
0,3947.4,0,20400,0,1817.55,0,20400,0,1757.6,0,20400,0,2532.34,0,20400,0,1762.78,0,20400,0,2098.78,0,20400,0,1817.55,0,20400,0,1817.55,0,20400,0,1817.55,0,20400,0,1817.55,0,20400,0
0,3325.35,0,5100,0,3332,427.38,5100,0,2634,525,5100,0,3099.2,2120,5100,0,321.36,0,5100,0,1221.96,0,5100,0,3332,427.38,5100,0,3332,427.38,5100,0,3332,427.38,5100,0,3332,427.38,5100,0
0,923.26,0,5200,0,612.68,0,5200,0,3084.6,0,5200,0,445.12,0,5200,0,770.63,0,5200,0,1699.5,0,5200,0,612.68,0,5200,0,612.68,0,5200,0,612.68,0,5200,0,612.68,0,5200,0
0,3497.55,0,5400,0,223.63,0,5400,0,625.4,0,5400,0,965.56,0,5400,0,174.73,0,5400,0,332.29,0,5400,0,223.63,0,5400,0,223.63,0,5400,0,223.63,0,5400,0,223.63,0,5400,0
0,151.2,0,5300,0,305.28,0,5300,0,190.05,0,5300,0,109.08,0,5300,0,474.3,0,5300,0,124.02,0,5300,0,305.28,0,5300,0,305.28,0,5300,0,305.28,0,5300,0,305.28,0,5300,0
0,1513.05,107.12,10800,0,899.94,0,10800,0,1122.45,0,10800,0,1730.19,14.56,10800,0,1101.36,0,10800,0,655.91,0,10800,0,899.94,0,10800,0,899.94,0,10800,0,899.94,0,10800,0,899.94,0,10800,0
0,9117.56,1959.36,9100,0,9309.04,2086.35,9100,0,9023,2210.25,9100,0,8945,2262.91,9100,0,9046.96,2310,9100,0,9380.69,2614,9100,0,9309.04,2086.35,9100,0,9309.04,2086.35,9100,0,9309.04,2086.35,9100,0,9309.04,2086.35,9100,0
0,3849.92,0,8300,0,4236.75,0,8300,0,3945.9,0,8300,0,4179.58,0,8300,0,2937.26,0,8300,1,1473.68,0,8300,0,4236.75,0,8300,0,4236.75,0,8300,0,4236.75,0,8300,0,4236.75,0,8300,0
1,9878,0,10000,1,9922.24,0,10000,0,10088.89,0,10000,0,10393.8,0,10000,0,10177,0,10000,0,10095,0,10000,0,9922.24,0,10000,0,9922.24,0,10000,0,9922.24,0,10000,0,9922.24,0,10000,0
0,4523,0,5100,0,4345.95,0,5100,0,4582.38,0,5100,0,4148.34,0,5100,0,4016.77,0,5100,0,3926,0,5100,0,4345.95,0,5100,0,4345.95,0,5100,0,4345.95,0,5100,0,4345.95,0,5100,0
0,615,10.1,1100,0,59.59,0,1100,0,474.6,166.4,1100,0,414.09,0,1100,0,505.62,0,1100,0,511.06,0,1100,0,59.59,0,1100,0,59.59,0,1100,0,59.59,0,1100,0,59.59,0,1100,0
0,0,0,10100,0,404.79,0,10100,0,577,0,10100,0,655.86,0,10100,0,48.76,0,10100,0,0,0,10100,0,404.79,0,10100,0,404.79,0,10100,0,404.79,0,10100,0,404.79,0,10100,0
0,91,0,18300,0,762.91,0,18300,0,58.85,0,18300,0,393,0,18300,0,191,0,18300,0,185.85,0,18300,0,762.91,0,18300,0,762.91,0,18300,0,762.91,0,18300,0,762.91,0,18300,0
0,199.28,0,6200,0,183.34,0,6200,0,458.64,0,6200,0,288.9,0,6200,0,135.45,0,6200,0,298.86,0,6200,0,183.34,0,6200,0,183.34,0,6200,0,183.34,0,6200,0,183.34,0,6200,0
0,623.22,0,19500,0,642.72,0,11500,0,680.52,0,11500,0,695,0,11500,0,395.92,0,11500,0,428.48,0,11500,0,642.72,0,11500,0,642.72,0,11500,0,642.72,0,11500,0,642.72,0,11500,0
0,299.73,0,6800,0,561.56,0,6800,0,426.93,0,6800,0,317.22,0,6800,0,82.62,0,6800,0,101.85,0,6800,0,561.56,0,6800,0,561.56,0,6800,0,561.56,0,6800,0,561.56,0,6800,0
0,10843.84,0,17600,0,11779.04,0,17600,0,13706.7,0,17600,0,14080.41,0,17600,0,14787.15,60.9,17600,0,15294.24,933.3,17600,0,11779.04,0,17600,0,11779.04,0,17600,0,11779.04,0,17600,0,11779.04,0,17600,0
0,2084.25,21.63,2300,0,1849.7,0,2300,0,1247,0,2300,0,931.35,0,2300,0,244.8,0,2300,0,41.6,0,2300,0,1849.7,0,2300,0,1849.7,0,2300,0,1849.7,0,2300,0,1849.7,0,2300,0
0,4846.4,0,5500,0,4565.6,0,5500,0,4259.08,0,5500,0,3977,0,5500,0,4866.75,0,5500,0,4564.35,0,5500,0,4565.6,0,5500,0,4565.6,0,5500,0,4565.6,0,5500,0,4565.6,0,5500,0
0,1350.3,176.4,18100,0,1760.85,0,18100,0,763.35,109.08,18100,0,756.08,0,18100,0,60.32,0,18100,0,322.39,0,18100,0,1760.85,0,18100,0,1760.85,0,18100,0,1760.85,0,18100,0,1760.85,0,18100,0
0,86,0,8600,0,2171.94,9.36,8600,0,502.9,0,8600,0,686.8,0,8600,0,1293.63,0,8600,0,2203.74,0,8600,0,2171.94,9.36,8600,0,2171.94,9.36,8600,0,2171.94,9.36,8600,0,2171.94,9.36,8600,0
0,1677.98,0,15300,0,1865.85,0,15300,0,2456,0,15300,0,1380,0,15300,0,583,0,15300,0,3507.78,0,15300,0,1865.85,0,15300,0,1865.85,0,15300,0,1865.85,0,15300,0,1865.85,0,15300,0
0,1516.32,0,5800,0,600.49,0,5800,0,916.98,0,5800,0,2076.56,0,5800,0,1235.85,0,5800,0,954.44,0,5800,0,600.49,0,5800,0,600.49,0,5800,0,600.49,0,5800,0,600.49,0,5800,0
0,17102,0,19000,0,17309.25,0,19000,0,17730.3,0,19000,0,17149.26,0,19000,0,17159.8,0,19000,0,17089,0,19000,0,17309.25,0,19000,0,17309.25,0,19000,0,17309.25,0,19000,0,17309.25,0,19000,0
0,189,0,18200,0,574.74,0,18200,0,620.1,0,18200,0,38.38,0,18200,0,6245,525,18200,0,1125.06,0,18200,0,574.74,0,18200,0,574.74,0,18200,0,574.74,0,18200,0,574.74,0,18200,0
0,4495.51,0,11900,1,3862.24,0,11900,0,0,0,11900,0,1804.87,0,11900,0,9279.24,0,11900,0,9408,0,11900,0,3862.24,0,11900,0,3862.24,0,11900,0,3862.24,0,11900,0,3862.24,0,11900,0
0,282.54,0,17100,0,0,0,17100,0,519.12,0,17100,0,308.46,0,17100,0,1090.38,0,17100,0,97.92,0,17100,0,0,0,17100,0,0,0,17100,0,0,0,17100,0,0,0,17100,0
0,5151.12,1974.55,5100,0,5279.4,2398.02,5100,0,5276.17,1996.05,5100,0,4814.67,1067.04,5100,0,5116.74,1470.56,5100,0,4892.94,1960.35,5100,0,5279.4,2398.02,5100,0,5279.4,2398.02,5100,0,5279.4,2398.02,5100,0,5279.4,2398.02,5100,0
0,1646.28,0,7000,0,0,0,7000,0,1572.48,0,7000,0,2232.02,0,7000,0,591.6,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0
0,890.95,0,25200,0,0,0,25200,0,3846.15,2908.72,25200,0,4954.44,3377.85,25200,0,2971.55,382.13,25200,0,8404.2,2173.6,25200,0,0,0,25200,0,0,0,25200,0,0,0,25200,0,0,0,25200,0
0,1342.09,0,5000,1,546.77,0,5000,0,4193.33,0,5000,1,4195.48,167.44,5000,1,3978.26,160,5000,1,3262.3,161,5000,0,546.77,0,5000,0,546.77,0,5000,0,546.77,0,5000,0,546.77,0,5000,0
0,5291.52,8.08,5200,0,4963.32,0,5200,0,5238.58,0,5200,0,5083.68,0,5200,0,5191.2,0,5200,0,5014,0,5200,0,4963.32,0,5200,0,4963.32,0,5200,0,4963.32,0,5200,0,4963.32,0,5200,0
0,1392.79,0,6200,0,602.16,0,6200,0,565.6,0,6200,0,383.06,0,6200,0,706.16,0,6200,0,575.66,0,6200,0,602.16,0,6200,0,602.16,0,6200,0,602.16,0,6200,0,602.16,0,6200,0
0,10369.8,0,12100,0,10598.94,0,12100,0,12596.72,172.38,12100,1,13005.14,160,12100,0,12523.77,412,12100,0,11598.3,0,12100,0,10598.94,0,12100,0,10598.94,0,12100,0,10598.94,0,12100,0,10598.94,0,12100,0
0,1048.38,0,16600,0,2871.43,0,16600,0,1548.56,0,16600,0,1248.45,0,16600,0,2332.95,0,16600,0,1133,0,16600,0,2871.43,0,16600,0,2871.43,0,16600,0,2871.43,0,16600,0,2871.43,0,16600,0
1,20358.57,0,20300,0,21515.56,0,20300,0,20181,0,20300,0,21179.55,0,20300,0,20353.08,0,20300,0,20790.55,0,20300,0,21515.56,0,20300,0,21515.56,0,20300,0,21515.56,0,20300,0,21515.56,0,20300,0
0,12355.29,0,12300,0,12340.64,0,12300,0,12731.66,151.5,12300,0,12297.51,526.33,12300,0,11531.74,1781.52,12300,0,10346.96,1050,12300,0,12340.64,0,12300,0,12340.64,0,12300,0,12340.64,0,12300,0,12340.64,0,12300,0
0,1092.82,0,10200,0,276,0,10200,0,864.96,0,10200,0,1574,0,10200,0,1560.06,0,10200,0,24.96,0,10200,0,276,0,10200,0,276,0,10200,0,276,0,10200,0,276,0,10200,0
0,750,0,15200,0,1382.24,0,15200,0,1119,0,15200,0,1647.24,0,15200,0,1153.62,0,15200,0,1449,0,15200,0,1382.24,0,15200,0,1382.24,0,15200,0,1382.24,0,15200,0,1382.24,0,15200,0
1,7209.3,0,12900,2,6262.88,0,12900,1,5678.22,0,12900,0,5389.04,0,12900,0,5103.28,0,12900,0,4999.04,0,12900,1,6262.88,0,12900,1,6262.88,0,12900,1,6262.88,0,12900,1,6262.88,0,12900,1
0,12270,1041,14300,0,11792.56,1246.96,14300,0,8092.04,1380.2,14300,0,2936.58,0,14300,0,11605,0,14300,0,11844,91,14300,0,11792.56,1246.96,14300,0,11792.56,1246.96,14300,0,11792.56,1246.96,14300,0,11792.56,1246.96,14300,0
0,1623,0,19500,0,1270.09,0,19500,0,1287.52,0,19500,0,660.19,0,19500,0,799.29,0,19500,0,953.4,0,19500,0,1270.09,0,19500,0,1270.09,0,19500,0,1270.09,0,19500,0,1270.09,0,19500,0
0,4468.96,315,5000,1,3111.68,0,5000,0,2948.19,0,5000,1,2147,0,5000,0,1501.5,0,5000,0,375.95,0,5000,0,3111.68,0,5000,0,3111.68,0,5000,0,3111.68,0,5000,0,3111.68,0,5000,0
0,496.48,0,6800,0,555.36,0,6800,0,253,0,6800,0,408.72,0,6800,0,284,0,6800,0,683,0,6800,0,555.36,0,6800,0,555.36,0,6800,0,555.36,0,6800,0,555.36,0,6800,0
0,523.64,0,5700,0,697.84,0,5700,0,692.18,0,5700,0,871.08,0,5700,0,1108.76,0,5700,0,0,0,5700,0,697.84,0,5700,0,697.84,0,5700,0,697.84,0,5700,0,697.84,0,5700,0
0,8816.29,0,20200,0,7812,0,20200,0,6645.3,4.12,20200,0,5997.48,45.15,20200,0,5298.9,0,20200,0,0,0,20200,0,7812,0,20200,0,7812,0,20200,0,7812,0,20200,0,7812,0,20200,0
0,1668.44,0,10300,0,746.72,0,10300,0,1426.95,0,10300,0,2882.54,0,10300,0,2323,0,10300,0,2054,0,10300,0,746.72,0,10300,0,746.72,0,10300,0,746.72,0,10300,0,746.72,0,10300,0
0,1984.32,0,8200,0,724.2,0,8200,0,1062.51,0,8200,0,1121.48,0,8200,0,895.59,0,8200,0,584.79,0,8200,0,724.2,0,8200,0,724.2,0,8200,0,724.2,0,8200,0,724.2,0,8200,0
0,124.02,0,6600,0,163.62,0,6600,0,169.52,0,6600,0,260.59,0,6600,0,151.5,0,6600,0,171.15,0,6600,0,163.62,0,6600,0,163.62,0,6600,0,163.62,0,6600,0,163.62,0,6600,0
0,950.82,0,18300,0,1000.45,0,18300,0,488.58,0,18300,0,555.36,0,18300,0,1619.16,0,18300,0,1451.37,0,18300,0,1000.45,0,18300,0,1000.45,0,18300,0,1000.45,0,18300,0,1000.45,0,18300,0
0,605.28,0,10100,0,2003.4,281.84,10100,0,1624.98,0,10100,0,3415.32,0,10100,0,248.56,0,10100,0,8690.11,43.43,10100,0,2003.4,281.84,10100,0,2003.4,281.84,10100,0,2003.4,281.84,10100,0,2003.4,281.84,10100,0
0,4910,0,18300,0,4470.26,0,18300,0,5082.7,0,18300,0,4668.56,0,18300,0,2621.38,0,18300,0,1950,7.07,18300,0,4470.26,0,18300,0,4470.26,0,18300,0,4470.26,0,18300,0,4470.26,0,18300,0
0,2807.78,0,7000,0,800.3,0,7000,0,2077.57,0,7000,0,848.51,0,7000,0,1151.4,0,7000,0,795,0,7000,0,800.3,0,7000,0,800.3,0,7000,0,800.3,0,7000,0,800.3,0,7000,0
0,0,0,1300,0,933,0,1300,0,0,0,1300,0,0,0,1300,0,730,0,1300,0,969.15,0,1300,0,933,0,1300,0,933,0,1300,0,933,0,1300,0,933,0,1300,0
0,1218,0,18900,0,574.26,0,18900,0,871.63,0,18900,0,2074.8,0,18900,0,1436.85,0,18900,0,4485.44,0,18900,0,574.26,0,18900,0,574.26,0,18900,0,574.26,0,18900,0,574.26,0,18900,0
0,893.45,0,18300,0,825.18,0,18300,0,2967.12,0,18300,1,1797,0,18300,0,1595.47,0,18300,0,595,0,18300,0,825.18,0,18300,0,825.18,0,18300,0,825.18,0,18300,0,825.18,0,18300,0
0,9393.28,0,13300,0,8007.88,0,13300,0,6793.28,0,13300,0,4790.94,0,13300,0,3591.99,0,13300,0,1191.8,0,13300,0,8007.88,0,13300,0,8007.88,0,13300,0,8007.88,0,13300,0,8007.88,0,13300,0
0,1966.64,0,9200,0,525.37,0,9200,0,3066.62,0,9200,0,1112,0,9200,0,1137.15,0,9200,0,623,0,9200,0,525.37,0,9200,0,525.37,0,9200,0,525.37,0,9200,0,525.37,0,9200,0
0,5091.18,0,16600,0,2713.52,0,16600,0,1406,0,16600,0,1474.46,0,16600,0,1209.6,0,16600,0,2116,200,16600,0,2713.52,0,16600,0,2713.52,0,16600,0,2713.52,0,16600,0,2713.52,0,16600,0
1,28061.28,0,26300,0,18465,0,22300,0,0,0,22300,0,0,0,22300,0,0,0,22300,0,23416.02,10337.6,22300,2,18465,0,22300,0,18465,0,22300,0,18465,0,22300,0,18465,0,22300,0
0,728.21,0,5200,0,744.64,0,5200,0,316.2,0,5200,0,135.45,0,5200,0,846,0,5200,0,394,0,5200,0,744.64,0,5200,0,744.64,0,5200,0,744.64,0,5200,0,744.64,0,5200,0
1,2170.48,1002.75,3300,0,428.4,0,3300,0,2700.6,505,3300,0,479.98,0,3300,0,17980.02,5245.86,18300,0,16133.74,5584,18300,0,428.4,0,3300,0,428.4,0,3300,0,428.4,0,3300,0,428.4,0,3300,0
0,1033,0,5100,0,528.94,0,5100,0,142,0,5100,0,53.56,0,5100,0,1205.94,103,5100,1,875,104,5100,0,528.94,0,5100,0,528.94,0,5100,0,528.94,0,5100,0,528.94,0,5100,0
0,221.54,0,6600,0,177.02,0,6600,0,234.84,0,6600,0,163,0,6600,0,752.6,0,6600,0,445.2,0,6600,0,177.02,0,6600,0,177.02,0,6600,0,177.02,0,6600,0,177.02,0,6600,0
0,133.75,0,25600,0,409.5,0,25600,0,237.44,0,25600,0,0,0,25600,0,230.88,0,25600,0,226,0,25600,0,409.5,0,25600,0,409.5,0,25600,0,409.5,0,25600,0,409.5,0,25600,0
0,3819,0,5000,1,3880.8,0,5000,1,3747.45,0,5000,0,3542,0,5000,0,3676.05,0,5000,0,3509.75,0,5000,1,3880.8,0,5000,1,3880.8,0,5000,1,3880.8,0,5000,1,3880.8,0,5000,1
0,8715.15,0,8000,1,8533.25,0,8000,0,7377.04,0,8000,0,8226.45,0,8000,1,8081.01,0,8000,0,8588.89,0,8000,0,8533.25,0,8000,0,8533.25,0,8000,0,8533.25,0,8000,0,8533.25,0,8000,0
1,1089,0,1700,0,1102.92,0,1700,0,1571.78,0,1700,0,219.39,0,1700,0,4292.16,0,5200,0,4387.34,477.73,5200,0,1102.92,0,1700,0,1102.92,0,1700,0,1102.92,0,1700,0,1102.92,0,1700,0
0,15639.12,0,15100,0,15060.11,80.34,15100,0,16039.3,566.8,15100,0,15977.38,1010,15100,0,14638.67,0,15100,0,13285,210,15100,0,15060.11,80.34,15100,0,15060.11,80.34,15100,0,15060.11,80.34,15100,0,15060.11,80.34,15100,0
0,1756.15,0,5000,1,609,0,5000,0,135.96,0,5000,0,406.85,0,5000,0,1105,0,5000,0,859.86,0,5000,0,609,0,5000,0,609,0,5000,0,609,0,5000,0,609,0,5000,0
0,10345.43,515,16600,0,10369.67,1240.72,16600,0,10360.58,1242.36,16600,0,10812.9,975.66,16600,0,9817.5,1340.27,16600,0,9511.38,952.75,16600,0,10369.67,1240.72,16600,0,10369.67,1240.72,16600,0,10369.67,1240.72,16600,0,10369.67,1240.72,16600,0
